NAME	Ex1	Ex2	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic
NRSN2	1	1	45.4067684171181	20.3227389026832	1	1	1	49.4396127809742	1	29.5538923829004	38.362689590767	1	1	1	1	1	1	1
NSBP1	1	1	1	1	1	1	1	1	1	23.5785850266656	1	1	1	1	1	1	1	1
NSFL1C	1	1	1	22.2983499164765	1	1	1	1	1	1	1	42.0627402011485	1	1	1	1	1	1
NSL1	32.7891250291817	1	34.6497607504772	23.8618428748299	27.2191886655061	1	1	1	1	50.3419751756861	1	1	148.810235771838	1	1	1	1	1
NSUN2	1	1	1	21.1699548489148	1	1	1	1	1	48.0357720383115	1	1	1	1	1	1	1	1
NSUN5B	1	1	14.8714605218764	1	1	1	1	1	1	1	45.5239485732051	1	1	1	1	1	1	1
NSUN5C	29.8652049461073	16.8987551412418	32.9538696388407	1	1	1	22.1767556369484	1	1	1	1	1	1	1	1	1	1	1
NT5C3	1	1	26.7884129551988	25.9782910724869	30.2954667639352	1	1	38.482366863586	1	21.357576769237	1	1	1	73.2028738812487	1	1	1	1
NT5DC1	1	1	19.1725355803231	36.9370381478162	30.2412089541141	1	1	1	1	1	38.5454004377509	1	54.9101441268315	1	53.6937416458661	163.58463277116	1	1
NT5DC3	1	20.3684532619838	58.6926325332689	1	1	1	1	40.4201425936047	1	1	1	1	1	1	1	1	1	1
NT5E	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.6478315834791	1
NTN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149.838401799275	1
NTN4	1	37.6840163529669	19.3475888916638	55.7467664066502	56.3470722631135	1	1	179.208276830509	1	50.132704831589	81.4401356640512	121.767921173578	1	78.3279251968076	1	1	117.903651709976	1
NTNG1	68.8650140534028	294.603517551132	119.076429058891	63.1002177553957	55.8101143495719	1	68.0910237300202	1	1	319.006301336562	66.0856627408711	1	110.762401766053	2.78654931472515	1	1	531.058669733107	1
NTNG2	1	1	1	1	1	1	139.830716449165	1	1	1	1	1	1	1	1	1	1	1
NTPCR	1	39.9359976150329	23.7498421783294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUCB1	1	1	38.8793032086299	1	1	1	1	31.4775538888354	1	1	1	1	176.839280551715	1	1	1	1	1
NUDT16	1	1	24.6214321125955	1	1	1	1	1	1	1	1	1	166.972589391877	1	1	1	1	1
NUDT16L1	1	1	36.8245156242059	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUDT5	1	1	1	28.5950646738575	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUFIP2	31.9193047693248	25.7046554268932	32.4065558422743	38.5282775188701	30.0855265377109	40.4554626694721	1	48.3275521493513	35.4491351850198	47.1506044230869	27.7851421588416	26.3022037551175	241.260155847207	135.565766780104	1	1	1	1
NUMBL	1	1	34.7050996674149	28.1052093848884	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUP107	1	1	39.1935584841022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUP153	42.4895030816459	1	86.2042216308373	35.0022320425044	24.146230912061	1	1	45.9824959933508	39.3068042856353	43.9257113144281	1	1	1	1	1	1	1	1
NUP160	1	1	14.8715382007313	30.2126417790911	1	40.7502340406124	18.8316367380246	47.1832906599997	29.6804049895139	52.5262155997322	28.2334738888485	41.8728804110882	1	1	1	1	1	1
NUP43	1	1	1	1	1	1	1	1	1	1	1	1	215.35858879873	95.9994919078578	1	1	1	1
NUP85	1	1	22.0053891398554	32.2134621737215	1	1	1	1	1	1	1	1	1	72.6932750816659	1	1	1	1
NUP93	45.6185325105047	102.464360184492	27.2663657931358	1	17.1476530238658	1	1	1	1	23.3427581479415	110.288925138695	38.264733583461	1	1	1	1	1	1
NUP98	26.3926673578508	29.5399611489913	36.6673252875884	48.6685689260316	33.5457756958849	1	53.291719559257	1	1	47.8643037430341	1	1	1	1	1	1	1	83.7312363488283
NUPL2	1	1	31.6855686665614	19.5706139927398	1	1	1	1	1	37.7420070253047	1	1	1	1	1	1	152.213563254353	1
NUS1	24.3322941617775	1	21.9476796818843	37.4216839758277	45.0732944615533	1	1	43.9357958180859	1	39.8665899827723	33.9790265759317	1	83.2406218174746	1	1	1	1	1
NWD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	156.421824750294	1	1	1
NXF1	1	1	41.7706032532631	1	1	1	1	33.2522417498129	1	31.1780896442617	36.2885129108242	1	1	1	1	1	1	1
NXN	1	1	1	1	1	1	1	1	1	1	1	1	1	213.853921659656	1	1	1	79.0291743148822
NXPE3	1	1	23.8485676382836	1	1	1	1	1	1	1	1	1	1	1	1	155.269299032745	1	1
NXPH1	54.0950248129498	72.6845559789996	44.089054954031	34.395698409888	58.8673679085432	68.3822251579521	122.181977494631	233.603065328969	1	1394.4408682212	1628.86788678506	2124.25809712117	105.947416822856	35.1683552271899	105.182905676709	1	1458.93456370349	178.074988470655
NXPH2	1	1	1	1	1	1	1	1	1	120.272939080245	1	77.9519571131139	1	1	1	1	1	1
OAF	1	1	1	1	1	1	1	1	1	1	1	1	1	82.5540805074619	99.3234125770266	1	1	1
OAZ2	1	1	28.2813419477405	1	1	1	1	1	1	31.035979780814	1	1	1	1	1	1	1	1
OBSL1	23.2046700630779	1	33.3803507793581	52.7621673816565	31.8291412157818	1	1	124.206576499589	125.937753667206	59.5003558641198	69.6485680095046	61.2927152372908	1	205.187271033548	1	1	1	1
OCA2	1	21.2130161187209	37.4744919539375	47.3123257630642	34.5452788323841	29.2821921171461	1	101.556808114658	1	62.3930587092882	1	1	1	1	1	1	1	1
OCRL	1	1	46.9871103956754	23.5084868280469	1	1	1	34.9067863334028	1	34.0882107463368	1	36.0086055797394	91.8555447797473	1	1	1	1	1
ODF2	1	1	25.6927646472883	31.4869219852025	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ODZ1	31.8760105553868	41.6307374990719	24.2375851363116	37.8412808639167	50.3830700168715	172.33164592047	1	86.2038276864916	54.8994432113164	118.306012708572	414.81827580716	321.700445135648	438.876033821594	1	1	1	321.833854160743	1
OGDHL	1	1	53.3527776634901	49.5496947061495	28.4222117612368	1	1	1	53.8254188040738	1	67.6759513165614	1	1	1	1	1	1	1
OGFR	27.025600462611	1	53.9316150921982	34.3200520026465	29.1871374639769	1	23.2232137604661	1	1	1	1	1	115.733394014566	1	1	1	1	1
OLFM2	1	1	44.9173651237238	1	1	1	1	49.0763870677734	30.354558963543	1	1	1	1	1	230.321597907611	1	127.264887456976	1
OLFML2B	1	1	1	1	1	1	20.6876880746281	1	1	1	1	1	1	1	1	1	1	1
OLFML3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.10951599246
OLIG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	152.217948641015	1066.71255361627	1
OLIG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	327.177342259999	1
OLR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	260.205485459521
OMG	1	1	58.6460043202123	20.521174808003	20.0698800637959	1	1	1	1	1	1	1	1	1	1	97.1970703552917	88.8572866226424	1
OPALIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	456.227420552999	1	1
OPHN1	66.3848814598009	57.8485729818209	43.6641229511059	74.9230515843025	60.7755051152474	55.5458908802527	67.299212334156	98.0978831496207	55.0443012086119	111.088631421975	60.5601042389539	65.6531034490094	192.150769147339	49.4270311893085	544.028756013455	1	1138.49839269819	326.752671587177
OPN3	35.1500978415833	1	37.7649158576176	48.827336450789	15.0979636909754	1	1	1	1	1	1	1	1	1	1	1	1	1
OPRD1	1	1	1	1	1	1	1	1	1	1	37.7566344723363	1	1	1	1	1	1	1
OPRM1	1	57.0615124605031	44.7399697878158	1	39.6507850762347	1	1	1	1	1	1	49.2053028509724	1	1	1	1	1	1
OR2L13	64.7098028382001	93.3728205439739	84.0427374620998	67.4947088201049	56.0943829849959	55.6069144047158	50.532997944985	41.0462837749632	1	40.4875947774086	97.1691151158058	58.4124211481372	1	1	1	1	1	1
ORAI2	1	1	28.2377219889164	25.8615394657607	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORC5L	38.1232462532082	32.5049333998859	29.6584420033242	36.3864067549129	1	1	42.6528846229328	1	1	1	1	1	1	1	1	1	1	1
ORMDL1	26.5014876989	34.4120990448609	35.2712404090722	27.6621428384821	23.984631101325	1	1	58.3466299879532	1	1	32.5136732889032	57.3570022341905	1	1	1	1	1	1
OS9	1	1	38.1684987967904	26.2969900529401	24.4495448361718	1	27.509331762776	58.944319109458	58.2213685996756	45.576466069276	1	52.3915715969408	1	478.311584163326	1	1	1	1
OSBP	1	1	17.4260054802234	43.7618236166883	27.0985824211052	1	1	1	1	29.7177027001051	1	1	1	1	1	1	1	1
OSBPL10	1	71.3703169044881	67.9633245936001	35.774375360662	39.5275965840205	89.6438494578367	1	1	1	48.9247810712305	79.5014251669992	120.034542444773	96.4192544642604	1	1	1	1	1
OSBPL2	1	1	34.2431250132383	24.6341667378937	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OSBPL5	1	1	18.8110829865428	1	1	1	1	41.7268682880782	1	1	1	1	1	210.492659123122	1	1	1	1
OSTF1	1	1	48.4896999627195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OSTM1	1	1	19.3381352191817	36.2046478036936	1	1	1	45.7527892762661	56.7085381706806	36.0565634007619	1	1	1	1	1	1	1	1
OSTN	1	1	1	1	1	1	1	1	1	1	31.7107436178228	1	1	1	1	1	1	1
OTUD3	1	1	62.4965605828425	1	22.3710331740464	1	22.3975404127776	1	1	1	1	1	1	1	1	1	1	1
OTUD4	1	19.7101382088011	48.9160254208053	30.1505399937233	19.2382810207888	1	1	1	1	1	1	1	1	1	1	1	1	1
OTUD5	1	1	37.8856392805541	23.8536075219523	1	1	1	1	1	1	35.6661790309991	1	1	2.78654931472515	1	1	1	1
OTUD7B	1	1	28.3702940589171	31.8105771298561	1	1	1	1	39.4580972698787	1	1	1	112.695994658962	1	100.086002581865	275.025781287495	1	1
OXNAD1	1	1	17.1717262878188	23.252588702367	1	1	1	1	45.9642037983967	1	26.5920982885099	1	1	1	1	1	1	1
P2RX4	1	1	1	1	1	1	1	1	1	1	1	1	1	408.03704717826	1	1	1	83.7072829283338
P2RX6	1	1	21.9664488558881	1	1	1	1	63.9169335783718	35.8077081646261	1	1	1	1	1	1	1	1	1
P2RX7	120.518365467139	49.7556555243603	60.8052533863325	40.9982477933121	77.2386211343282	32.9643352337984	81.6476166387094	1	1	28.8200175457234	1	1	152.422392395866	1	1	247.127028699111	161.925231784652	581.174755739451
P2RY12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	679.495230630765
P2RY14	1	1	1	1	1	1	1	1	1	1	1	1	1	179.470234091665	1	1	1	1
P4HA1	1	32.0341811030567	13.2589438214053	23.9015575313431	1	1	23.4790960550639	1	1	33.336727327963	1	1	25.9011970254009	1	63.554240303741	1	1	1
P4HB	1	1	35.9475899731867	40.5233676812013	1	1	1	49.507462974456	1	20.5284009413608	1	1	1	95.6981989385833	1	1	1	1
PAAF1	1	1	14.0598499387287	22.619040972936	1	1	28.7723945353586	33.9931002425764	1	1	1	1	1	1	70.3290257998302	85.2342303011171	1	1
PABPC4	1	1	31.6101397735335	1	1	1	1	1	1	47.5479083456366	1	1	1	1	1	1	1	1
PACRGL	1	31.5759253316563	35.1439835047479	39.5257058340553	1	44.5563033610183	1	1	1	1	46.4807615174251	1	1	1	1	1	1	75.5084498892315
PACSIN2	1	1	40.1560850696602	41.1514357955187	1	1	1	28.9016130853791	1	53.0078174211918	28.3810880262195	35.8655019651177	155.948942677229	218.989550821795	1	1	1	1
PADI2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.9343578611839	200.654865641813	1	1
PAG1	1	57.9549009969372	28.874816979126	62.176108213903	1	1	30.3215542344271	31.2611636386863	1	49.3398201185424	36.4766352084519	1	137.786538605072	148.01647580483	71.6254953733327	1	136.526462146299	328.06202388186
PAIP1	1	1	1	1	1	1	1	1	1	1	1	1	88.9353618866938	1	1	1	1	1
PAK2	1	1	27.0582581045915	34.7176034885817	22.7946773221243	1	1	49.2955936219606	39.6706488879032	1	37.7188766014229	46.5104404495046	1	1	1	1	1	1
PALLD	1	1	20.2432114307468	1	1	1	1	52.6769814714112	1	59.7154408374596	56.3195681647232	85.508887327508	1	1	164.399615539505	1	184.093146341943	1
PALM	31.8082471682492	1	72.1225300409328	29.6696808864511	28.9808839198802	46.2369603480168	36.572702024658	1	1	1	1	1	1	1	111.110834747503	1	1	1
PALM2	1	1	1	42.4940161824147	1	55.8875928524365	1	64.3836109592658	35.4227507639674	60.1068001896932	1	74.1329482735979	191.99788438277	1	1	517.867698167054	1	111.809818322159
PALM2.AKAP2	34.0786690596958	35.7344727345713	16.6368065493726	45.720465382005	20.8985182123974	1	1	57.2839832937153	38.9115082347183	24.5459305219255	1	29.1336014399885	1	1	1	120.417768534897	1	1
PALMD	30.919822380406	1	1	1	1	1	1	1	1	1	1	1	68.2092834587713	1	1	1	1	1
PAMR1	1	31.316216268719	32.4885739784604	1	1	1	1	1	1	1	1	1	146.628283637545	1	832.784081576726	1	1	1
PANK2	1	1	29.712594509885	28.0091690704242	23.8245282120452	1	32.8572863519627	1	1	1	1	1	1	1	1	1	1	1
PAPLN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	171.7408196656	1	1	1
PAPOLG	1	1	19.8855477245512	1	1	1	1	1	1	43.0402729075185	1	1	1	1	1	1	1	80.8321691054977
PAPSS2	1	1	1	57.4263698874762	1	1	1	1	1	59.7987212201609	1	1	20.5805194905026	1	1	1	1	1
PAQR3	25.7610052782571	30.5233150746689	37.0875917775361	22.1753879577327	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAQR8	1	36.8746783611535	26.3506840754134	1	1	1	1	37.4082782496721	1	1	1	1	175.060641648035	1	253.567416174498	177.474463022414	1	149.369633971318
PARD3	1	1	1	1	1	1	1	137.50724698068	188.948386999022	55.5646418063271	77.8325236883851	37.3942292356455	52.5112949615186	851.627094544405	445.020557062984	1	208.586640249123	1
PARD3B	1	1	1	1	1	1	1	60.8710381147692	1	79.3688507627812	1	1	1	191.846034329373	572.504571634332	166.101486965391	100.463321316617	134.070493149045
PARG	34.5125791305053	24.8371434640566	23.3458092307396	42.3666656984912	38.4712304296512	23.8040700038508	29.2505290241563	1	49.3568210175576	1	1	1	1	1	1	1	1	1
PARK7	1	1	51.3677317649825	22.9111224954717	1	1	1	61.5664002648817	46.1701099814092	94.5773673989634	1	1	1	1	1	1	1	1
PARP11	26.9721324414974	1	29.615587192387	1	20.9861960266696	61.6964463497225	1	40.8988590109498	1	40.9755103283735	1	1	1	49.5361249056102	1	1	1	1
PARP14	1	1	1	1	1	1	1	1	1	1	1	1	1	148.01647580483	1	1	1	157.138277773584
PARP2	1	1	37.6659988768917	35.2608529838051	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PARVA	1	1	40.6321671392917	22.7718696218225	17.3622237157978	1	1	1	1	26.6426861623777	30.1976774430551	1	1	1	1	1	1	1
PARVB	1	1	1	1	1	1	1	1	1	1	1	1	106.99826438062	1	1	1	1	1
PASK	1	1	1	1	1	1	38.8477603596183	1	1	1	1	1	1	1	1	1	1	1
PAWR	1	1	1	1	1	1	1	1	1	1	1	97.3730601619463	1	80.5657140853622	1	1	1	1
PAX6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.5331115263574	1	1	1
PBX3	1	1	1	1	1	1	33.6315827022228	42.4104063937871	1	1	1	1	1	1	1	87.9825321988705	132.460799480271	1
PBXIP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	152.813196593694	1	1	1
PCBP3	1	27.1460430246637	27.173185805068	50.3631862535599	1	1	1	43.4941615955693	1	72.3075872944912	1	1	1	460.078583326394	1	1	1	1
PCBP4	1	1	35.6649995355905	21.70091209889	1	1	1	36.7173449198699	55.1191329445016	1	1	1	1	1	1	1	1	1
PCCB	1	27.7078583206685	36.9548818562348	27.7445683950926	1	1	98.4925008317103	34.6593918995338	37.344467578662	40.1110634748523	40.4235610854246	1	1	1	1	93.4795386068295	1	1
PCDH11X	95.6844781254124	164.008219694716	119.531077478143	220.58620735849	106.167334420978	407.077972731605	100.144763028466	203.461128081046	274.066766992122	80.235898033433	210.693855659589	610.644315068939	95.9530305224891	1	1	1	251.446210857929	1
PCDH11Y	134.335505666591	41.8886958624823	47.9028798993352	111.682169634323	46.0412179209884	234.606445901405	1	117.370897075501	1	136.662598594802	64.1544662740268	322.023457072255	244.714728225212	129.389834957778	1	1	135.649566718334	1
PCDH15	43.4457139606909	117.894505452032	53.4028975732226	49.1140504780197	58.1011850246683	165.553806878951	51.4794729611951	114.079597328306	50.6539085479531	258.062979170975	243.848715811204	1181.30422477765	126.332621432422	1	115.189109376792	1	9281.33859266698	175.159427258536
PCDH21	1	1	1	1	1	1	1	1	30.4857383992735	1	1	1	1	1	1	1	1	1
PCDH8	59.9013815318332	1	92.0128307345021	1	1	1	1	136.158735695437	235.60671127981	1	65.4187932912983	1	1	1	1	1	1	1
PCGF2	1	1	1	1	1	1	1	1	1	1	1	1	216.601786022877	1	1	1	1	1
PCGF3	1	1	30.5318350189005	1	1	1	19.6989951102306	1	1	1	1	1	68.9635199390179	1	1	1	1	1
PCID2	30.1030074125924	1	34.3767938449905	32.0451839348592	26.7693526586893	1	1	1	1	1	1	1	1	1	1	1	1	1
PCMTD2	27.016243856774	25.5636023909509	36.0291268699807	28.2358336447416	32.3137129687023	1	1	29.1039902292554	1	39.5135709846826	1	36.8901978944377	175.228343869541	1	1	1	100.574959385874	1
PCP4	33.6850753795422	1	370.925591109847	1	58.3905048063239	132.106662571438	1	543.961252169175	1	1	1	1	1	1	1	1	1	1
PCP4L1	1	1	1	1	1	1	1	68.5899253636927	1	67.6533414459325	1	1	1	1	1	1	1	1
PCSK1	1	22.7772054439829	54.3766094102056	52.7150952221433	32.6105147717286	1	43.1626108191588	1	1	1	1	1	1	1	1	1	1	1
PCSK5	1	1	1	1	1	76.3178734121912	38.6480443875897	1	51.7777919937895	34.290695685974	1	90.7457096190478	1	2.77798188421585	182.42411665646	1	1	1
PCSK6	42.4849636439856	1	1	1	1	1	1	1	1	1	32.1908657346645	43.4399150077067	1	82.5540805074619	1	588.592455927641	1	97.4360321969484
PCTK3	1	1	1	62.8898353246057	1	1	1	1	1	1	1	1	1	1	1	400.031479984979	1	1
PCYT1A	1	1	29.0851874098079	1	1	1	1	1	1	1	1	1	79.4428471079501	1	1	1	1	1
PDCD10	1	1	33.1802580108191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDCD11	37.3195501302533	1	34.8422994995292	28.8482732931647	21.4406283259132	29.4502353258242	23.2496657086252	1	1	1	34.2321905835305	1	1	1	1	1	1	1
PDCD4	1	1	34.5368150382865	19.5155738845928	1	1	1	33.3523372101519	38.9150155842972	19.4816350436458	1	1	181.932563000348	1	1	1	1	1
PDE1B	33.792363198294	1	42.9112633678633	27.7287603591397	1	1	1	1	1	26.7583301663386	1	1	1	1	1	1	1	1
PDE3A	1	1	1	1	1	1	1	166.213870918327	176.844660382683	1	1	1	1	72.4802915106627	116.444695439001	1	1	1
PDE4A	1	39.0781238749113	53.7348277866733	38.8860346845121	29.0024792926343	31.0490286569032	1	53.0092096369106	91.2404535979122	29.3658995156477	47.9245485217521	1	1	1	1	1	1	1
PDE4C	1	1	69.7434402113177	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDE5A	1	1	1	1	1	1	1	1	1	1	1	1	1	78.6677438728636	1	1	1	1
PDE6D	1	1	27.6287970388206	1	1	1	1	1	1	1	1	1	1	75.6388590994451	1	1	74.8139365357164	1
PDE9A	1	1	1	1	1	1	1	1	1	1	1	1	1	78.5633893406468	1	1	1	1
PDGFC	1	16.5571010395698	26.4780375408412	28.335605821242	48.1452582961135	28.9130989521641	1	1	1	1	1	1	98.1065395240645	1	78.8991254884203	1	100.360346817178	1
PDGFD	56.1140306547936	1	1	1	1	1	1	1	1	149.057976521947	1	1	1	2.78654931472515	1	1	1	1
PDGFRA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	357.4461702251	1
PDGFRB	1	1	1	1	1	1	1	1	1	1	1	1	1	462.704193311554	104.913745305203	1	1	1
PDHA1	1	31.510470834035	49.2415610121417	28.7879853085501	1	1	1	30.7672331202824	1	1	35.2882625159199	1	1	1	1	1	1	1
PDHB	1	1	30.6207821119829	1	1	1	1	30.6260505610102	1	1	1	1	1	1	1	1	1	1
PDIA3	1	24.7536734684516	61.1864045344367	30.2549782542875	1	1	1	69.0702558725022	1	32.0312710361707	36.5498603016966	36.490684848968	1	1	1	1	1	1
PDIA6	43.6187609463585	1	54.5341476889914	60.5370371449391	29.5147304507899	51.5324155035795	1	38.4553518457328	1	27.151202731553	1	1	1	1	1	1	1	1
PDK2	1	1	28.6521203128472	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDK3	1	1	41.6718654958346	28.5151296220441	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDLIM5	1	1	1	1	1	1	74.6617696822026	1	1	1	1	1	1	95.9994919078578	123.522078504219	1	151.505104600029	1
PDP1	76.9514495652326	164.598396112764	255.413907999583	164.390656337969	62.4423726779143	61.903170900076	72.5949922689344	39.4731638408321	82.5366307209687	105.134371855793	29.3654700885274	1	1	1	1	1	1	1
PDPR	1	1	1	22.1757310757967	1	1	1	39.6598805604798	1	1	1	1	1	1	1	1	1	1
PDSS1	1	1	1	1	1	1	1	1	1	40.7133032674749	1	1	1	1	1	1	1	1
PDZD4	43.319462668452	1	59.4138781878641	35.7867242213338	21.7191624668408	43.9063314288007	1	30.6200071564263	1	1	1	1	1	1	1	1	1	1
PDZRN4	44.6025375603181	170.908538977752	112.676465819392	826.84050117191	500.432335596718	911.531813498024	901.655830631906	70.0250696474824	1	1	109.165563658545	175.145628589181	1	122.679677972201	131.336655643058	1	860.97595444974	464.71862869829
PECI	1	1	1	1	1	1	1	1	1	1	1	1	72.3656073724917	1	1	1	1	1
PEF1	1	1	34.6556834465576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PEG10	1	1	22.8865407502631	1	1	1	1	79.0066186643395	1	37.1441678764047	1	36.6532053549175	1	1	1	1	1	1
PELI1	1	1	19.8315426549507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.6294801160086
PELI2	1	1	1	23.6623805775197	1	1	1	37.6930927971671	1	30.5944932437404	1	1	1	1	116.630303682815	1	143.041515195452	84.1225008945731
PELP1	1	1	32.9171621223592	29.781415144454	1	1	1	1	32.5458781905176	40.9961646532575	1	31.5002918888009	104.380414289551	1	1	1	1	1
PENK	1	1	1	1	1	1	1	1	1	1	1	127.94879186169	1	1	1	1	1	1
PER1	26.5501521973895	1	37.612196001219	37.5095460970058	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PER2	59.5863726332656	1	44.0293943124818	50.053838941511	23.219036274971	1	1	1	1	1	1	1	1	1	1	1	1	1
PERP	1	1	1	1	1	1	1	1	1	1	1	1	107.098672348539	1	1	1	1	1
PET112L	35.6169099403797	47.1850071230849	44.6056182909119	20.9715341529054	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PEX1	1	1	1	1	1	1	1	1	1	107.623813504155	39.2095788657045	1	1	1	1	1	1	1
PEX14	40.7124404775408	23.9148072584443	33.7940254188753	26.545601060138	22.377364614562	1	33.2442912159824	1	1	31.5701909464516	41.6045403945731	80.8917831294907	1	1	1	1	1	1
PEX26	1	1	16.409109410298	1	1	1	1	1	1	50.3511097375069	1	1	1	1	1	1	1	1
PEX3	38.3868900967837	41.6891194039149	73.5250432872895	39.683055787247	78.7688244456693	1	1	1	1	32.3365104723072	31.5047426009212	1	68.9381825811931	407.894051669935	1	1	1	1
PEX5	36.7263999569221	1	50.744601450283	34.9455448989584	27.8012583881794	1	1	1	1	34.2701577096848	1	1	1	1	1	1	1	1
PEX6	26.9696305107703	1	17.5202316178014	47.2040572335332	27.6505693271404	1	1	1	1	1	1	43.1020108067967	1	1	1	1	1	1
PFDN1	1	1	32.8200619784572	1	1	1	1	1	1	57.0726613849231	1	1	1	171.342572339672	1	1	1	1
PFDN2	1	1	73.6729315063518	22.8087378619399	1	1	1	41.3544986001763	1	54.8734659808888	1	1	1	1	1	1	1	1
PFDN4	1	1	46.0558141378596	25.3167928192111	1	1	1	35.2891210701264	1	1	1	1	1	1	1	1	1	1
PFKFB3	28.5821280447438	29.800872823365	48.1064158199014	30.6467815773599	47.5539635880274	35.723584857786	111.27226940929	1	1	1	35.2946927945116	1	1	1	160.51873132768	1	1	71.4980936916162
PFKL	31.0265551971219	1	63.86167460664	24.4087383161335	21.5172305692502	1	1	1	1	1	1	1	1	77.6637138533525	1	1	1	1
PFKP	1	1	35.0759394967938	1	22.5701932258741	1	1	1	1	1	1	1	1	1	1	1	1	1
PGAM1	1	1	14.2512659174826	30.8657862235364	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PGBD1	1	1	23.8453492186439	26.5978721805362	38.3082222339131	1	40.4891063111225	1	1	1	1	1	1	56.9675736520446	1	1	1	1
PGD	1	1	1	1	1	1	1	1	1	1	30.4032904552162	1	1	1	1	1	1	1
PGGT1B	1	1	1	1	1	1	1	1	1	1	1	1	1	332.656223388485	1	1	1	1
PGP	53.4312892727938	42.4790537202717	74.3785361607739	52.222580754661	40.5263558064745	1	106.150664689787	54.7095931275268	36.9696890864244	41.933687412031	53.9592035778727	56.8198725331837	1	1	1	1	1	1
PGRMC2	1	1	51.625992971113	55.8332599273208	1	1	14.638447926685	29.2320827263097	1	19.9709231116991	1	1	1	1	1	1	1	1
PGS1	1	1	59.5675134596591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHACTR2	1	36.5901880911027	13.8500932463215	32.0076709810722	25.6157663631621	1	1	1	1	65.3188226206102	44.4518795046762	93.0781925954693	135.940137472166	56.907149926681	1	1	1	269.927306345766
PHAX	1	1	47.1241515114555	33.3290302564526	1	1	1	1	1	1	1	49.5624136025152	1	162.596626325897	1	1	1	1
PHF1	1	1	38.3815964960932	46.6103111850391	1	1	1	37.702951053628	164.606478365921	43.0817867759373	52.9919401401894	44.4306991178839	1	1	1	1	1	1
PHF15	1	1	23.7309374635225	30.6997657323562	1	1	1	1	1	58.8517816107529	1	1	1	1	1	1	1	1
PHF17	1	1	37.0923050607799	1	1	1	1	46.9131003842048	1	1	1	1	1	1	1	1	1	1
PHF2	1	1	1	1	1	1	1	1	1	63.7294525180304	1	1	1	1	1	1	1	1
PHF21B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	316.388860291007	1	1	1
PHKA1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92.3663880726714	1	1	1
PHKA2	1	1	1	1	1	1	24.3184898101322	1	1	1	1	1	1	1	1	1	1	1
PHKG2	1	1	34.7667384795667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHLDA1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95.3844850598706	1
PHLDB1	1	1	39.3163733035896	1	1	1	1	1	1	25.0114254077349	1	1	106.012830466958	90.1004041758839	91.4061340935998	541.703837051573	158.79206664583	1
PHLDB2	1	35.7859072204127	21.7944779980219	58.0834751292588	1	1	1	1	1	1	1	1	1	473.979589244933	1	1	1	1
PHLPP1	97.2919995438216	84.0038492543885	78.5065583727062	104.306268268207	91.3177144656057	108.080384023834	71.8540740204188	106.628942264579	68.6611245389229	114.975501178528	93.8747883462162	97.802031363353	227.739346548008	199.739041423901	724.327984573377	2409.94901555507	507.579121834323	467.41038158458
