NAME	Ex1	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In2	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic
DNMBP	1	1	1	1	1	1	1	1	1	1	25.4180577516002	35.4641491292827	70.7175355697042	1	1	1	1	1
DNPEP	1	1	1	1	1	1	1	1	1	1	1	1	196.630133843323	1	1	1	1	1
DNTTIP2	1	27.9933421172111	29.5357914578509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DOC2A	74.8494348346183	51.4153313117092	45.5976259857164	47.3280699828768	32.6484111507303	87.4909299219697	32.5579130041037	28.2705598261055	1	32.8841785921198	1	1	1	1	1	1	1	1
DOCK1	1	1	1	1	1	1	1	1	1	1	1	1	250.874704052422	92.8627106289844	219.164351530264	444.146236494591	367.134790099214	68.2604757466625
DOCK10	30.8377621417179	36.7832740280004	38.4474742978177	37.9909644097221	73.2003305228579	1	410.540337417178	244.455197953667	196.709856710543	966.110969236329	70.3289112502727	98.9035471853713	273.253554089537	91.3927559092794	102.600887808269	2726.60792494113	625.485842131087	968.510259534688
DOCK11	1	1	1	1	1	1	23.2848064282477	1	1	1	89.0440317135131	65.1199363070212	1	89.6464302664988	1	1	1	198.494336382193
DOCK4	328.59846438801	179.429618894905	212.318675138292	179.490709813591	595.372689452683	130.267534662155	178.081375371686	191.984681738576	126.061876914318	130.977828637041	172.596069612766	144.797826029321	423.577304506765	291.952111627385	1297.26031129266	1051.00218790475	441.881687131262	11090.0419326696
DOCK5	1	1	1	1	1	1	1	1	1	1	1	1	119.704400423041	1	152.49006603142	1072.5621315007	78.6853351589134	235.243719460839
DOCK6	1	1	1	1	1	1	1	1	1	1	1	1	218.442509585354	317.569477301744	1	1	1	1
DOCK7	42.3905943529576	40.1572420775549	40.0908502056712	36.199768540744	34.3988030822801	38.7712015735441	45.8118585104393	9.16439562643056	34.2115079244003	71.4865824016248	38.2395986463461	44.6305694118984	98.3761059634692	1	336.588620877939	1	49.9438688336923	1
DOCK8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2850.96035092634
DOPEY2	26.155949692003	42.7123577095293	39.3943155759854	35.6574657864405	41.3294108286387	28.3036620056141	44.7991153402077	31.2153848541426	34.9615120687738	32.070224402567	21.3239072128538	1	1	1	1	1	1	1
DPF1	22.3073062683034	1	25.4752050412797	15.5890733692281	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DPF2	1	1	22.9197047403252	20.9075404776163	1	1	21.1827414841151	1	1	30.0646018586699	1	1	1	1	1	1	1	1
DPF3	1	1	21.0688102433705	1	1	1	21.2453556612222	28.3673194794837	45.7486304297297	1	1	1	1	1	152.44385764771	105.158580823462	72.1074569522499	1
DPM3	1	1	16.2564001114202	1	1	1	1	1	1	21.5936854335669	1	1	1	1	1	1	1	1
DPP10	2542.1731351258	2252.63438316977	2377.09347738923	18353.6616397391	39902.9405283931	4609.41846409447	6076.02453668871	1477.2065908182	764.059170338099	2285.77429403014	110004.529514967	4759.33322955702	3421.63644870329	5201.04757600643	66605.7195073939	1502.06404985739	2882.83173108967	3919.25106175613
DPP6	1029.53781357934	858.792921620078	1292.84055669151	794.70223903438	580.374268671915	530.402496477427	1540.31284330045	4860.48833999354	618.117230668175	3366.70643093444	1366.87808779817	1799.12855039479	546.937557441623	488.054554295997	584.03006639682	785.168038952528	5577.15281955919	645.425535075804
DPY19L1	21.0186613816481	23.0124228190823	56.4087587218411	47.9096175531646	105.209184727877	1	1	30.1891267747574	1	75.3554301450877	1	1	41.0915948075245	133.057721575037	1	1	1	1
DPY19L2P2	19.6045379913847	27.8875260725097	28.6811583559308	21.7881682763225	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DPY19L3	1	41.4400186864182	74.8535112008149	22.3342291751625	40.1254509000284	1	70.1228070581211	46.6289167801709	23.3720865740694	15.7422343498333	26.7115776684605	30.387560818293	1	1	76.361228263344	1	141.94078102164	1
DPY19L4	1	1	1	1	1	1	1	1	1	1	1	1	56.1000322186132	1	1	1	1	1
DPY30	1	22.2801528759751	22.5106227109807	22.5568760154915	25.822892544285	22.9417756309094	32.6404641777081	28.4265556605663	1	24.1524854774543	1	1	1	1	1	1	1	1
DPYD	226.786917653612	92.8674562905523	60.5811446731222	151.204368912226	235.0392191287	144.380464390439	58.8741050944513	62.5000648258703	71.1403804210514	66.9157650477713	53.6012030024622	76.4536817643022	449.41485498339	340.891635454402	115.692862950774	2542.7080389219	102.974696931228	428.05273890776
DPYS	1	1	1	1	1	37.8117454314868	1	1	1	1	1	1	1	1	1	1	1	1
DPYSL3	1	1	1	1	1	19.0243217179664	29.1175506340644	23.6245560462546	36.7105444047969	1	1	1	1	1	1	1	1	1
DPYSL4	1	1	1	1	1	18.6275620670922	25.0713023910821	15.2646101610751	1	40.0214824067838	25.4290689741362	1	1	1	1	1	1	1
DPYSL5	22.6424566360467	1	18.3529565983324	15.0864351197572	29.3368524114506	1	49.9259998451638	29.5447291402537	20.026097264018	19.6387523001087	21.0798635166085	52.7035389119931	1	1	1	214.531211349583	51.26435140731	1
DR1	1	1	20.3488098097017	1	1	1	1	12.1007310761567	1	23.6582638789594	1	1	1	1	1	1	1	1
DRAM2	1	1	1	1	1	1	1	37.7033758156001	1	1	1	1	1	1	1	1	1	1
DRAP1	1	25.3113265264816	25.5652772980865	24.3661574421899	1	1	1	39.33764736731	1	30.6657303887623	1	1	116.055542364075	1	1	1	1	1
DRG1	1	17.2688223356315	20.6690704752181	1	1	1	1	1	1	22.4410980286674	1	1	1	1	1	1	1	1
DRP2	48.5355382198494	40.0778276542868	51.6588060818825	29.6308293052458	25.5015378583926	20.6899534223917	1	51.5355022243961	1	24.9372534398975	82.0089054932385	34.5857038050293	1	1	1	1	1	1
DSCAM	993.143755228229	1209.02230511191	1388.51090374728	1714.19570011943	1932.26043477869	938.218648097925	2781.66778429683	1421.21572544224	2581.17593034395	784.119538642825	340.136281701482	297.863918640237	489.440652268798	528.876030950775	551.823924707812	325.46746257064	23437.4709772199	1728.44090922424
DSCR3	1	1	17.957879674538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DSE	23.1963130539894	20.0513122143698	22.5867778748066	26.2609200660209	1	1	1	1	1	1	1	1	1	84.8844926304457	1	1	1	1
DSEL	1	1	1	1	1	1	22.8260117101333	1	1	1	1	1	1	1	1	1	81.4598721904475	1
DSP	1	1	1	1	1	1	1	1	1	1	1	1	307.853256319007	1	1	1	1	1
DTNA	500.546101223988	323.344307681947	237.757311395224	428.563229536613	660.65857702269	226.121273217517	275.664409722372	298.644587501525	156.574200482051	216.295498254747	759.267003203781	642.91145071843	470.233293783026	316.28414883275	4386.19400844132	415.25942312094	663.573114112751	669.467772985472
DTNBP1	21.1519269557864	1	1	16.0794142755735	1	1	1	30.3152963202599	1	1	16.5877728913373	1	1	1	1	1	1	88.2926881173716
DTWD1	33.666839637566	30.4264225967999	31.7844672586638	24.2455308826143	25.9105331981095	56.6839950057375	41.809091592883	1	35.2793879051904	45.86048061724	1	1	1	1	1	1	1	1
DTX1	1	1	27.6884645954719	1	1	1	1	1	25.6809875447096	17.9936494735917	1	1	1	1	78.7584275029548	1	1	1
DTX4	1	1	15.3625167512785	1	1	1	25.4917173966847	1	1	1	1	1	1	1	1	1	1	1
DUSP	1	1	1	1	1	1	1	1	1	1	1	1	68.1530295247635	1	1	1	1	1
DUSP1	1	22.1551299770947	23.3744476286157	1	1	1	1	1	1	1	1	1	2170.45201801139	93.6803254004997	1	1	1	1
DUSP16	18.0843568161682	1	1	1	1	1	26.1964688416402	25.4571178714133	1	1	26.6548207025444	1	100.467465560852	1	1	177.119461421733	1	1
DUSP22	1	1	1	1	1	1	1	1	1	1	1	1	1	61.6602896314935	1	1	1	1
DUSP26	1	17.3120119457257	20.5286903488364	19.57156197617	1	1	1	1	1	17.6037322977593	1	1	1	1	1	1	1	1
DUSP3	23.802438798464	37.8994538801165	29.7910377473562	29.2157210624579	1	1	1	1	1	20.6338627507975	1	29.2445867207057	1	1	1	1	1	1
DUSP4	1	1	1	1	1	1	1	1	1	46.7334430570624	1	1	1	1	1	1	1	1
DUSP6	23.7672264232442	33.100149208072	26.9424292497549	29.786583201979	1	1	1	1	1	1	1	1	84.9508579021233	1	1	1	1	1
DUSP7	1	1	19.6511477319823	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DVL1	20.6148904188173	1	21.9811172471676	22.9944894025113	1	1	1	1	1	24.2976426983214	1	1	1	1	1	1	1	1
DVL2	1	1	18.1382802875146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DYNC2LI1	48.9111293712873	53.6524457629875	58.5461060004348	42.2559616229115	46.5596802018846	41.3045245563708	32.6071176624984	1	28.9912870736251	43.438002582351	25.3996575237747	40.1751250574564	1	1	1	1	1	1
DYNLL2	65.3057019365294	134.097112007502	121.194018839963	91.997547185923	35.5616177452822	42.179074868164	83.2321349630007	37.9047527321544	63.5089376564852	104.491087985914	107.379751947512	127.733389140925	1	83.3938338044926	1	1	1	1
DYNLT3	1	25.3115291319872	32.3061036346157	22.0711475068646	1	1	1	1	1	16.0644669684732	24.0597146906851	38.2961297086954	1	1	1	1	1	1
DYSF	1	20.7227538579723	31.190942965825	1	24.9827147840446	64.8243643300868	1	1	1	1	1	1	1	1	1	148.907137889476	1	1
E2F3	34.3642424818292	23.384759462835	28.2054880244788	1	1	1	1	1	1	18.4130528884046	1	1	1	1	1	1	1	1
EAF1	1	1	1	1	1	1	1	1	1	19.3029992607597	1	1	1	1	1	1	1	1
EAF2	1	1	18.9523001332844	1	1	1	1	1	1	26.2953247436438	34.2646170321194	1	1	1	63.4200683586555	1	1	1
EBAG9	19.7544740683479	22.5386739470468	27.6739050187804	1	1	1	1	1	1	16.0032826188238	1	1	1	1	1	1	1	1
EBF1	1	1	1	1	1	1	1	1	1	1	1	1	630.462491229086	2007.23701292198	1	1	1	1
EBF4	1	1	1	1	1	1	1	1	41.0231994445374	1	1	1	1	1	1	1	1	1
EBNA1BP2	1	20.9401367125017	16.424097091258	13.8451416194191	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EBP	1	1	17.654995023409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ECD	22.1247251327402	21.7541233539193	24.9398189886691	36.1132815113725	1	1	1	36.4214706286754	1	23.1323765892955	1	1	1	1	1	1	1	1
ECE1	23.5351484340128	28.6392890399072	33.3661684749645	19.8908297391999	1	1	1	59.3575349614074	1	28.4617615033364	1	1	86.905722712035	366.53536057887	64.0467528473645	1	1	1
ECHDC1	19.172368626007	18.6097983224904	20.9059673707438	17.425005744755	1	1	1	1	1	38.9936992500507	1	1	1	1	1	1	1	1
ECHDC2	69.4375405009831	15.421190081702	27.221539074244	1	1	1	59.0821497915959	91.8166902998095	39.7155722986721	31.7524800135412	24.3958131114837	1	80.608799127183	72.0144808582733	222.389620160622	1	73.4840190325139	1
ECHS1	23.767060150945	32.9705497807581	30.4379642305841	24.2524593704306	1	22.3854136259978	40.291993820945	1	19.9946623671326	37.0017411073834	1	1	1	1	1	1	1	1
ECM2	1	1	1	1	1	1	1	1	1	1	1	1	1	210.335565647619	1	1	1	1
ECSIT	20.5597653488688	23.1254742724299	27.7021850135622	15.6481529678954	1	1	1	1	1	26.5017391796133	20.2015390925047	1	1	1	1	1	1	1
EDA	1	1	1	1	1	46.2387736469066	1	1	1	39.712568163039	1	1	1	1	1	1	1	246.042609875468
EDC3	18.5988905430926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EDIL3	192.586297066493	296.958966527056	431.55182375763	181.94157248092	189.303301636758	264.460119428118	341.986732593259	762.560557964151	321.095610959675	105.514436559094	254.047576453431	116.672143393165	141.088240367762	570.365843020609	107.601875319232	3380.49575985134	624.112316380307	617.700197713802
EDN1	1	1	1	1	1	1	1	1	1	1	1	1	344.180012619145	1	1	1	1	1
EDNRA	1	1	1	1	1	1	1	30.7642111713796	1	1	1	1	1	116.814999498953	1	1	1	1
EED	1	26.4945803568014	30.8034226783731	21.8265974152964	30.6569224795041	1	1	1	1	26.5275379839225	24.0885916668511	1	1	1	1	1	1	1
EEF1A1	1	20.4142400243379	1	1	1	19.1114434706371	1	1	1	1	1	1	1	1	1	1	1	1
EEF1DP3	26.3710566949222	40.3906387142128	20.7877376394999	1	1	1	1	1	1	40.2604347384838	1	1	1	1	1	1	1	1
EEF2K	22.1913334305302	20.6458384475522	22.4917816972312	1	1	1	31.0779236703167	1	25.0490144523615	22.8885389678801	34.9383702944076	37.8462091933622	1	1	1	1	1	1
EEFSEC	1	20.6613877267439	16.8771826305681	28.2603604956794	1	1	1	1	1	15.4665637934168	1	1	1	1	1	1	1	1
EFCAB5	1	1	1	22.7366298127117	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EFEMP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	262.611886853001	1	1	1
EFHC1	18.806773381947	19.3645017350739	25.8867884007892	19.6588960748362	17.9195636396417	33.5170796621035	1	19.2292587873513	1	23.1466554779617	1	1	1	1	1	1	1	1
EFHD1	1	1	1	1	1	1	1	1	1	1	1	1	1	147.691277100371	1	177.933582128861	1	1
EFHD2	1	1	19.2054760844563	35.8612984137396	27.3511977019734	1	1	1	1	27.5428715517968	1	1	1	1	1	1	1	1
EFNB2	20.2260029077978	1	19.1470272669214	40.0430340465348	1	16.2365025104572	1	25.573932534585	1	24.0190939762689	1	1	113.031026493104	1	1	1	1	1
EFR3B	92.1812753790658	43.852460615388	47.7996751680314	31.9960124598653	39.7677682637989	1	58.4702690695674	46.4765027749988	70.0530899688422	138.817415447737	153.156726569044	130.028582816732	101.487584634482	62.0254973812557	219.883916608455	1	1	1
EFS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.539063983989	1	1
EGFEM1P	1	1	29.7855212667229	31.2555418425769	350.421352899644	501.793250224847	914.570231133213	72.409972538526	84.1363263383468	295.873195269481	1	1	1	251.769380539615	1	1	231.778163399008	1
EGFL7	1	23.3804361496613	26.4038668071573	17.857782260322	1	1	1	1	1	19.3269458747022	1	1	980.7831988575	148.267511595152	1	1	1	1
EGFR	27.8951938596735	1	1	1	1	1	195.899625779123	165.539421961719	242.86842150846	201.190887999182	1	1	126.8849102386	168.89864171335	272.7988346503	1	62.9292681692226	1
EGLN3	1	1	1	1	1	1	21.6773320649649	1	1	1	1	1	1	1	141.458156406876	1	1	1
EGR1	91.9286006810049	102.056349177473	132.460997727679	55.9946307634771	1	1	1	1	1	1	1	1	155.981760548005	1	1	1	1	1
EGR3	47.8798214223974	44.5071699104739	56.7862579176587	37.164013312457	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHD3	32.5447514912535	45.5047532364274	34.3734232726954	40.560176385298	1	31.9192505823515	1	1	1	19.383405696867	20.5871939003247	27.6273920097271	1	1	1	1	1	1
EI24	1	23.2888215870901	25.4380858742776	19.8114953825407	1	1	28.4060626774307	1	1	22.4407644200297	1	1	1	1	1	1	1	1
EIF2A	1	24.1742116323955	24.4877229845349	1	1	1	1	17.6725285337655	1	28.6157673685791	1	1	1	1	1	1	1	1
EIF2AK1	20.0799870514479	21.9110414086209	27.7455906243391	21.7551303026975	1	1	1	61.4797081043746	1	21.9175389052629	1	1	1	1	1	1	1	1
EIF2AK3	1	1	21.8661310912562	30.7402395658689	1	1	1	58.1400403868613	1	29.6407766851301	16.4629617632889	1	1	1	1	1	1	1
EIF2AK4	37.0240427429156	35.7956803026354	32.9850021482766	37.6141375064101	33.5952555595962	50.1417538898714	29.6597733860162	202.531882865251	26.7391159873532	34.4772895126829	44.0261551672446	41.0022765485239	1	118.71499689381	1	1	145.200243415293	107.816728951767
EIF2B4	1	1	19.9290051385662	17.8927449556193	1	1	1	1	1	27.3093860754009	1	1	82.3148018953201	1	1	1	1	1
EIF2C1	27.4891356497694	34.4594339750532	36.1323333224822	30.100801084482	37.5716355474899	1	40.7353259137803	10.6725334042439	25.817075329083	15.4006616705516	21.8830836662689	1	1	1	1	1	1	1
EIF2S3	1	1	16.7238258750407	1	1	1	1	38.8056078873358	1	18.0475619646626	1	1	1	1	1	1	1	1
EIF3E	20.5669496448628	21.7812582642561	41.6610079539262	14.3286408959044	1	27.5839541919431	34.2445951242375	35.0744721314162	1	22.8627012724775	21.5557935962366	1	90.8391895728812	1	90.9730704159564	1	1	1
EIF3F	18.6156008036544	28.7314520709913	19.4717529146318	26.548675565946	1	1	37.7607483155563	37.5317370401296	1	24.5929096062235	1	1	1	1	1	1	1	1
EIF4B	19.100607305278	29.8746535435944	36.0391463312173	36.5181969632152	1	51.8857119996407	30.4329645787259	1	1	24.4988845726775	28.8587710462938	26.0032554256882	1	1	1	1	1	1
EIF4E2	25.7268982156032	28.895406742985	26.6465581279529	30.8306290668364	25.0092306031033	1	30.916086241496	22.2007279522597	1	15.0375037494646	18.2044006729444	1	1	1	1	1	1	1
EIF4E3	20.9902237735096	29.9127252845931	23.6284996119237	21.574381139218	24.0175390556011	1	27.629289399369	1	1	26.5509686329895	24.3402515471505	1	1	1	1	1	1	1
EIF4EBP2	1	1	22.0862789568656	21.3431638618938	1	1	1	1	1	26.030562220346	1	1	1	172.123081208368	1	1	1	1
EIF4ENIF1	20.5606962657908	23.1750764594097	26.4269566522755	20.5404870291008	1	1	24.2521777689787	20.7167178242392	1	22.3887726218359	25.7437070628742	42.6195343297752	1	114.879369077789	1	1	1	1
EIF4H	1	19.9019777307373	21.0966745796984	18.6284101241086	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EIF5A	1	1	22.522428909118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EIF5A2	1	1	16.0181189166918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELAVL2	1	64.7730431194136	77.0477597186688	96.9652629715124	48.9931908268826	46.3482299825198	158.635382163379	174.280239440657	77.9717408171361	126.319342676295	215.49003847809	325.865658540805	1	1	1	1	1	1
ELF1	1	1	1	1	1	1	1	1	1	1	1	1	220.250647064788	186.436690596543	1	101.120588201608	51.7001827128936	138.613606898185
ELK1	1	1	24.869735748702	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELMO1	141.32712690845	179.703111284059	131.418344734737	112.650979010451	142.164455563652	152.775535626915	89.2822908219128	142.353173403278	93.023517844502	81.1341496153677	175.362219577817	90.0487092690603	266.223397407933	268.524153360713	115.085295913911	2272.84834840982	280.428373396839	2106.02751419015
ELMO2	22.0015030522532	1	18.3077922218878	15.7414529992102	1	1	1	1	1	32.6715799951449	1	1	1	1	1	1	1	1
ELMOD3	20.427402697626	17.6014112335045	28.8503263635126	17.173599536161	1	1	25.9626576546773	1	1	20.1972671731269	1	1	1	1	1	1	1	1
ELN	1	1	1	1	1	1	76.5302852446364	1	19.6395853898136	1	1	1	1	1	1	1	1	1
ELOF1	1	1	16.9341894803457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELOVL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95.2561406295209	1	1	1
ELOVL5	1	18.0089007735691	18.4800118536627	24.6998808663174	1	1	24.7185287454293	15.0732099328581	1	35.0171962489877	1	1	1	69.049097379547	83.1627016819819	79.2006164369231	1	1
ELOVL7	1	1	1	1	1	1	1	1	1	1	1	1	308.153422399385	80.1764205539601	1	1	1	1
ELP3	1	16.8375397352273	19.8429491981466	19.5200294779381	1	1	1	1	1	46.5275310868267	1	1	1	1	1	1	1	1
ELTD1	1	1	1	1	1	1	1	1	1	1	1	1	663.716935234422	46.8003006564796	1	1	1	1
EMCN	1	1	1	1	1	1	1	1	1	1	1	1	1091.36924019471	44.7599407017625	1	1	1	1
EMID1	1	1	1	1	1	1	1	1	56.6676074376527	1	1	1	1	1	122.853751305017	1	135.734547502042	1
EMID2	75.7062508232822	65.0849422373486	66.0370990016461	51.0161448281898	29.7127498486883	1	38.7315653456562	1	1	1	17.8994935362292	1	1	1	1	1	1	1
EML1	38.3021153879577	27.9677699062824	1	17.0814379690004	1	1	1	12.0561171141842	1	25.5364698760211	1	31.3559957172565	165.048727452513	1	1	1	1	1
EML2	22.2608728515455	31.8516253861221	29.2502254878799	28.8453155423515	20.1556732385407	20.2915580834951	57.6508930845608	42.2827957414517	58.747801922197	58.0222881004856	63.9361367702567	51.8816826397359	1	1	1	125.752187562686	1	1
EML4	25.0789190508701	35.8804780934649	37.8162045095374	42.7224828022472	36.5426818269558	1	1	28.6449611975138	1	34.8747278400165	30.3560609335294	36.1568136795072	58.0009759087923	121.745394850844	1	1	1	258.690111449709
EMP2	1	1	1	1	1	1	1	1	1	1	1	1	381.42878136244	146.664652428603	1	1	1	1
EMX1	1	18.8604248417739	21.0992889472729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EMX2OS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.583799733084	1	1	1
ENC1	1759.1956216164	643.008971424173	91.3650335628951	316.477823602124	118.131288274562	177.544259671991	95.0575560763451	27.8014142233116	92.9953733235474	50.025766411249	49.8406532054201	72.9230217539888	200.072625129095	115.474216190019	1	1	70.506782198334	148.930325472301
ENDOD1	1	20.0849891967814	16.4595634978715	1	1	1	1	79.8268775895312	1	33.7299354972386	1	37.1406008908266	77.1959359358294	85.9067120682261	1	106.345215816531	1	1
ENDOG	1	1	1	1	1	1	1	29.409625568717	1	1	1	1	1	1	1	1	1	1
ENG	1	1	1	1	1	1	1	1	1	1	1	1	851.673285067766	56.9978236100018	1	1	1	1
ENOPH1	1	21.5751345405946	20.9993948034874	21.9732666161566	1	1	1	1	1	26.7408277282128	19.6192330539852	1	1	1	1	1	1	1
ENOSF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	242.955382698144	73.797869054979	104.212035189981
ENOX2	1	1	1	1	28.7715948837531	1	1	91.6921433646462	1	1	1	44.2616136521945	1	1	1	251.117335474868	150.122007073298	131.800795098135
ENPP2	1	1	1	1	1	1	1	1	1	1	1	1	1	85.2153361970551	1	931.716166333235	62.8917964847761	69.1400910011055
ENPP4	1	18.5821929882245	1	1	1	27.8268453033181	1	1	1	1	1	1	1	1	1	1	1	1
ENPP5	1	22.5827727487753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENTPD1	1	1	1	1	1	1	1	1	1	1	1	1	92.0359768720553	1	1	1	1	109.562496814083
ENTPD3	1	21.122597041303	25.6091005472436	1	35.6974978965672	1	166.056336048892	151.5108053489	204.109309014078	90.5325016573584	51.2346091257974	39.490715950757	1	1	1	1	1	1
ENY2	1	17.766154900598	16.9562989340694	18.0408189104984	1	1	1	1	1	26.2883560977146	1	1	1	1	1	1	1	1
EPAS1	1	1	1	1	1	1	1	1	1	1	1	1	2791.42596057602	1480.79017294137	1	1	1	1
EPB41	53.3607285132359	65.5391270929933	69.8286596104229	57.877784879565	47.3152619095414	65.9900750619403	1	39.3894967316078	1	1	78.7847790239984	1	71.8536622698655	92.6293963870185	1	1	1	207.383267549395
EPB41L2	445.435581475983	281.089592674366	229.272150563066	174.344941862434	290.996348023777	100.062151030739	70.1884920757176	75.152036667357	153.976939921448	95.5989655661487	124.958268432728	335.734730919874	337.689502500911	297.060974930652	282.65523744885	340.942196193363	257.997721290401	2497.13406978662
EPB41L4A	1	1	18.8840511608437	1	1	29.2282033086465	1	1	1	1	1	41.7114176585778	490.419625758151	321.853369755883	1	1	133.883725115605	1
EPB41L4A.AS1	1	23.9180127586412	32.3558042385694	18.8023831090818	1	1	1	30.0573894376236	1	1	1	1	1	1	1	1	1	1
EPB41L4B	82.2410110352818	44.5020203352285	50.665579966039	48.5016217154749	51.77663117319	62.1252465813476	49.0933391193229	17.0569005942928	1	41.8460317506749	27.9671108385926	31.9386625094652	1	1	1	1	1	1
EPB41L5	33.3984471220992	38.1009900038753	58.4272111858371	55.742350792833	44.427264246531	34.5298835922677	57.5115152808729	79.0099020064439	70.8113334549285	66.3174815776366	44.4919744626432	54.860206331792	1	1	117.163260756483	1	126.334357248584	1
EPDR1	19.259548369395	37.8196274219161	29.0278632505621	20.3671561112255	32.2151733106688	23.7758435389488	39.2406082953889	1	38.341052485925	44.9239337848772	1	1	1	1	1	1	1	1
EPHA3	41.463939345007	51.8472406249099	79.8073429935575	158.589457457409	45.5451566131692	72.0612501692946	51.2163049536993	1	43.5546402707152	199.367287002009	33.3780962910862	1	120.452660433787	66.4304268216772	1	1	1	1
EPHA5	83.2095414821914	93.4783009225383	143.025721254086	156.059440776782	234.460987971913	129.867435085645	223.607528169478	47.0651544199553	106.434245647559	151.47645828329	78.8198705964303	1569.29046414281	1	1	1	1	97.9348924991737	82.9109283372391
EPHA7	34.1233059885597	39.9312965115785	32.3866796967551	46.7267068269127	61.9163839083076	94.0438263614956	92.4210963338798	47.0862979439351	31.5230477670297	49.4540228358991	56.4068265876285	84.1076724361558	1	1	1	1	1	1
EPHB1	79.0982038192917	55.0912418360735	63.3302673734301	68.1268869493881	87.1810404691497	21.3089980731777	105.789104037949	66.1198344457853	97.4646915688119	32.376231033034	47.5723793442681	50.1635250328396	98.9674112668735	1	499.411850321264	1	112.710387661232	62.2560603466138
EPHB2	27.2184692988726	36.3339048301669	35.9001693502881	34.4637581494731	32.6093775771825	21.4967795421724	26.3252810424346	719.010873825632	1	53.6133922022256	22.7004854640519	44.4022785009642	1	1	1	1	1	1
EPHB6	81.3310440885499	94.9886866104024	132.613691269295	165.84742494295	115.964496557784	65.6494940811161	41.01902366343	1	1	108.00786524206	109.107030659278	293.498172522827	50.3079290328271	1	1	1	1	82.8697340551007
EPM2A	1	19.439833002632	21.795306829296	17.8852654463774	1	1	19.2701619487485	1	1	36.6911291812305	33.4871257858123	1	1	1	83.614932233948	1	1	1
EPN1	1	1	21.6304255888251	20.2175143638218	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EPN2	43.6767878193317	46.1324830586656	41.1531405554094	60.5098820903034	87.9900754213239	82.7404491110054	71.1691188155906	68.5345258126069	54.6498227776439	75.9011190178953	46.3317144159411	46.8848357365476	234.343772558816	368.555711432972	217.372601813684	369.96667326594	3114.94673489332	227.101707299318
EPS15L1	21.8773670925228	21.6029562373839	21.5201483972578	25.1573362605205	1	1	26.8668751585746	1	29.0726606421949	31.3453390723742	29.8713999738649	30.1563199313471	1	1	1	1	1	1
EPS8	1	1	1	1	1	1	30.3521373409186	48.199570008374	64.5829547519582	1	1	1	61.6858698622008	1456.88211411106	44.6969874885982	1	82.1499392153067	83.1872110270573
EPSTI1	1	1	1	1	1	1	1	1	1	1	1	1	112.776690201974	50.4727357222386	1	1	1	129.660778142193
ERBB2IP	60.7051128072484	48.1376439218084	54.5645748116716	40.2350636751789	94.8538048723909	30.4855542992985	101.874025466101	132.802707361915	77.6550592781459	80.876234332796	53.9780997490303	59.5868043171599	202.708598739525	278.665825238308	219.116397884134	1160.17861794384	119.069774486568	344.269057596126
ERBB3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	87.6568066875445	1	1
ERBB4	235.158059102614	327.830813534683	248.335996025361	483.852581912631	616.269015220286	756.984290011274	18320.581882843	7285.68074563135	36018.0934491756	13895.8392882844	49779.9519834019	1038.5417289075	933.97966930476	642.511615194772	4159.84495249396	2970.39179322003	2963.50050708706	1686.51884143359
ERC2	776.125422704687	1143.18499655001	1006.38651577778	1259.17385336575	1391.93865868555	4387.18134165491	396.760301472874	476.506161411959	385.533306706236	862.333189734591	1128.85909182445	514.659766542156	290.865858090695	537.111908608898	246.159302885762	360.662787066945	625.390969026313	810.039165977563
ERCC1	48.0034732009701	37.4883318137582	53.3735309990198	33.1483029176624	1	25.8071007908013	29.5935374372523	1	40.0348065517925	1	29.2531030840663	1	1	1	1	1	1	112.252469798744
ERCC2	1	1	1	1	1	1	1	1	1	28.3231888993907	1	1	1	1	1	1	1	1
